muni_join,uf_join,id_municipio,manual,atencao,existia_1991,existia_2000,existia_2010
pedra preta,RN,2409605,FALSE,FALSE,1,1,1
pedro avelino,RN,2409704,FALSE,FALSE,1,1,1
pedro velho,RN,2409803,FALSE,FALSE,1,1,1
pendencias,RN,2409902,FALSE,FALSE,1,1,1
piloes,RN,2410009,FALSE,FALSE,1,1,1
poco branco,RN,2410108,FALSE,FALSE,1,1,1
portalegre,RN,2410207,FALSE,FALSE,1,1,1
porto do mangue,RN,2410256,FALSE,FALSE,0,1,1
serra caiada,RN,2410306,FALSE,FALSE,1,1,1
pureza,RN,2410405,FALSE,FALSE,1,1,1
rafael fernandes,RN,2410504,FALSE,FALSE,1,1,1
rafael godeiro,RN,2410603,FALSE,FALSE,1,1,1
riacho da cruz,RN,2410702,FALSE,FALSE,1,1,1
riacho de santana,RN,2410801,FALSE,FALSE,1,1,1
riachuelo,RN,2410900,FALSE,FALSE,1,1,1
rodolfo fernandes,RN,2411007,FALSE,FALSE,1,1,1
tibau,RN,2411056,FALSE,FALSE,0,1,1
ruy barbosa,RN,2411106,FALSE,FALSE,1,1,1
santa cruz,RN,2411205,FALSE,FALSE,1,1,1
santana do matos,RN,2411403,FALSE,FALSE,1,1,1
santana do serido,RN,2411429,FALSE,FALSE,1,1,1
santo antonio,RN,2411502,FALSE,FALSE,1,1,1
sao bento do norte,RN,2411601,FALSE,FALSE,1,1,1
sao bento do trairi,RN,2411700,FALSE,FALSE,1,1,1
sao fernando,RN,2411809,FALSE,FALSE,1,1,1
sao francisco do oeste,RN,2411908,FALSE,FALSE,1,1,1
sao goncalo do amarante,RN,2412005,FALSE,FALSE,1,1,1
sao joao do sabugi,RN,2412104,FALSE,FALSE,1,1,1
sao jose de mipibu,RN,2412203,FALSE,FALSE,1,1,1
sao jose do campestre,RN,2412302,FALSE,FALSE,1,1,1
sao jose do serido,RN,2412401,FALSE,FALSE,1,1,1
sao miguel,RN,2412500,FALSE,FALSE,1,1,1
sao miguel do gostoso,RN,2412559,FALSE,FALSE,0,1,1
sao paulo do potengi,RN,2412609,FALSE,FALSE,1,1,1
sao pedro,RN,2412708,FALSE,FALSE,1,1,1
sao rafael,RN,2412807,FALSE,FALSE,1,1,1
sao tome,RN,2412906,FALSE,FALSE,1,1,1
sao vicente,RN,2413003,FALSE,FALSE,1,1,1
senador eloi de souza,RN,2413102,FALSE,FALSE,1,1,1
senador georgino avelino,RN,2413201,FALSE,FALSE,1,1,1
serra de sao bento,RN,2413300,FALSE,FALSE,1,1,1
serra do mel,RN,2413359,FALSE,FALSE,1,1,1
serra negra do norte,RN,2413409,FALSE,FALSE,1,1,1
serrinha,RN,2413508,FALSE,FALSE,1,1,1
serrinha dos pintos,RN,2413557,FALSE,FALSE,0,1,1
severiano melo,RN,2413607,FALSE,FALSE,1,1,1
sitio novo,RN,2413706,FALSE,FALSE,1,1,1
taboleiro grande,RN,2413805,FALSE,FALSE,1,1,1
taipu,RN,2413904,FALSE,FALSE,1,1,1
tangara,RN,2414001,FALSE,FALSE,1,1,1
tenente ananias,RN,2414100,FALSE,FALSE,1,1,1
tenente laurentino cruz,RN,2414159,FALSE,FALSE,0,1,1
tibau do sul,RN,2414209,FALSE,FALSE,1,1,1
timbauba dos batistas,RN,2414308,FALSE,FALSE,1,1,1
touros,RN,2414407,FALSE,FALSE,1,1,1
triunfo potiguar,RN,2414456,FALSE,FALSE,0,1,1
umarizal,RN,2414506,FALSE,FALSE,1,1,1
upanema,RN,2414605,FALSE,FALSE,1,1,1
varzea,RN,2414704,FALSE,FALSE,1,1,1
venha-ver,RN,2414753,FALSE,FALSE,0,1,1
vera cruz,RN,2414803,FALSE,FALSE,1,1,1
vicosa,RN,2414902,FALSE,FALSE,1,1,1
vila flor,RN,2415008,FALSE,FALSE,1,1,1
agua branca,PB,2500106,FALSE,FALSE,1,1,1
aguiar,PB,2500205,FALSE,FALSE,1,1,1
alagoa grande,PB,2500304,FALSE,FALSE,1,1,1
alagoa nova,PB,2500403,FALSE,FALSE,1,1,1
alagoinha,PB,2500502,FALSE,FALSE,1,1,1
alcantil,PB,2500536,FALSE,FALSE,0,1,1
algodao de jandaira,PB,2500577,FALSE,FALSE,0,1,1
alhandra,PB,2500601,FALSE,FALSE,1,1,1
sao joao do rio do peixe,PB,2500700,FALSE,FALSE,1,1,1
amparo,PB,2500734,FALSE,FALSE,0,1,1
aparecida,PB,2500775,FALSE,FALSE,0,1,1
aracagi,PB,2500809,FALSE,FALSE,1,1,1
arara,PB,2500908,FALSE,FALSE,1,1,1
araruna,PB,2501005,FALSE,FALSE,1,1,1
areia,PB,2501104,FALSE,FALSE,1,1,1
areia de baraunas,PB,2501153,FALSE,FALSE,0,1,1
areial,PB,2501203,FALSE,FALSE,1,1,1
aroeiras,PB,2501302,FALSE,FALSE,1,1,1
assuncao,PB,2501351,FALSE,FALSE,0,1,1
baia da traicao,PB,2501401,FALSE,FALSE,1,1,1
bananeiras,PB,2501500,FALSE,FALSE,1,1,1
barauna,PB,2501534,FALSE,FALSE,0,1,1
barra de santana,PB,2501575,FALSE,FALSE,0,1,1
barra de santa rosa,PB,2501609,FALSE,FALSE,1,1,1
barra de sao miguel,PB,2501708,FALSE,FALSE,1,1,1
bayeux,PB,2501807,FALSE,FALSE,1,1,1
belem,PB,2501906,FALSE,FALSE,1,1,1
belem do brejo do cruz,PB,2502003,FALSE,FALSE,1,1,1
bernardino batista,PB,2502052,FALSE,FALSE,0,1,1
boa ventura,PB,2502102,FALSE,FALSE,1,1,1
boa vista,PB,2502151,FALSE,FALSE,0,1,1
bom jesus,PB,2502201,FALSE,FALSE,1,1,1
bom sucesso,PB,2502300,FALSE,FALSE,1,1,1
bonito de santa fe,PB,2502409,FALSE,FALSE,1,1,1
boqueirao,PB,2502508,FALSE,FALSE,1,1,1
igaracy,PB,2502607,FALSE,FALSE,1,1,1
borborema,PB,2502706,FALSE,FALSE,1,1,1
brejo do cruz,PB,2502805,FALSE,FALSE,1,1,1
brejo dos santos,PB,2502904,FALSE,FALSE,1,1,1
caapora,PB,2503001,FALSE,FALSE,1,1,1
cabaceiras,PB,2503100,FALSE,FALSE,1,1,1
cabedelo,PB,2503209,FALSE,FALSE,1,1,1
cachoeira dos indios,PB,2503308,FALSE,FALSE,1,1,1
cacimba de areia,PB,2503407,FALSE,FALSE,1,1,1
cacimba de dentro,PB,2503506,FALSE,FALSE,1,1,1
cacimbas,PB,2503555,FALSE,FALSE,0,1,1
caicara,PB,2503605,FALSE,FALSE,1,1,1
cajazeiras,PB,2503704,FALSE,FALSE,1,1,1
cajazeirinhas,PB,2503753,FALSE,FALSE,0,1,1
caldas brandao,PB,2503803,FALSE,FALSE,1,1,1
camalau,PB,2503902,FALSE,FALSE,1,1,1
campina grande,PB,2504009,FALSE,FALSE,1,1,1
capim,PB,2504033,FALSE,FALSE,0,1,1
caraubas,PB,2504074,FALSE,FALSE,0,1,1
carrapateira,PB,2504108,FALSE,FALSE,1,1,1
casserengue,PB,2504157,FALSE,FALSE,0,1,1
catingueira,PB,2504207,FALSE,FALSE,1,1,1
catole do rocha,PB,2504306,FALSE,FALSE,1,1,1
caturite,PB,2504355,FALSE,FALSE,0,1,1
conceicao,PB,2504405,FALSE,FALSE,1,1,1
condado,PB,2504504,FALSE,FALSE,1,1,1
conde,PB,2504603,FALSE,FALSE,1,1,1
congo,PB,2504702,FALSE,FALSE,1,1,1
coremas,PB,2504801,FALSE,FALSE,1,1,1
coxixola,PB,2504850,FALSE,FALSE,0,1,1
cruz do espirito santo,PB,2504900,FALSE,FALSE,1,1,1
cubati,PB,2505006,FALSE,FALSE,1,1,1
cuite,PB,2505105,FALSE,FALSE,1,1,1
cuitegi,PB,2505204,FALSE,FALSE,1,1,1
cuite de mamanguape,PB,2505238,FALSE,FALSE,0,1,1
curral de cima,PB,2505279,FALSE,FALSE,0,1,1
curral velho,PB,2505303,FALSE,FALSE,1,1,1
damiao,PB,2505352,FALSE,FALSE,0,1,1
desterro,PB,2505402,FALSE,FALSE,1,1,1
vista serrana,PB,2505501,FALSE,FALSE,1,1,1
diamante,PB,2505600,FALSE,FALSE,1,1,1
dona ines,PB,2505709,FALSE,FALSE,1,1,1
duas estradas,PB,2505808,FALSE,FALSE,1,1,1
emas,PB,2505907,FALSE,FALSE,1,1,1
esperanca,PB,2506004,FALSE,FALSE,1,1,1
fagundes,PB,2506103,FALSE,FALSE,1,1,1
frei martinho,PB,2506202,FALSE,FALSE,1,1,1
gado bravo,PB,2506251,FALSE,FALSE,0,1,1
guarabira,PB,2506301,FALSE,FALSE,1,1,1
gurinhem,PB,2506400,FALSE,FALSE,1,1,1
gurjao,PB,2506509,FALSE,FALSE,1,1,1
ibiara,PB,2506608,FALSE,FALSE,1,1,1
imaculada,PB,2506707,FALSE,FALSE,1,1,1
inga,PB,2506806,FALSE,FALSE,1,1,1
itabaiana,PB,2506905,FALSE,FALSE,1,1,1
itaporanga,PB,2507002,FALSE,FALSE,1,1,1
itapororoca,PB,2507101,FALSE,FALSE,1,1,1
itatuba,PB,2507200,FALSE,FALSE,1,1,1
jacarau,PB,2507309,FALSE,FALSE,1,1,1
jerico,PB,2507408,FALSE,FALSE,1,1,1
joao pessoa,PB,2507507,FALSE,FALSE,1,1,1
juarez tavora,PB,2507606,FALSE,FALSE,1,1,1
juazeirinho,PB,2507705,FALSE,FALSE,1,1,1
junco do serido,PB,2507804,FALSE,FALSE,1,1,1
juripiranga,PB,2507903,FALSE,FALSE,1,1,1
juru,PB,2508000,FALSE,FALSE,1,1,1
lagoa,PB,2508109,FALSE,FALSE,1,1,1
lagoa de dentro,PB,2508208,FALSE,FALSE,1,1,1
lagoa seca,PB,2508307,FALSE,FALSE,1,1,1
lastro,PB,2508406,FALSE,FALSE,1,1,1
livramento,PB,2508505,FALSE,FALSE,1,1,1
logradouro,PB,2508554,FALSE,FALSE,0,1,1
lucena,PB,2508604,FALSE,FALSE,1,1,1
mae dagua,PB,2508703,FALSE,FALSE,1,1,1
malta,PB,2508802,FALSE,FALSE,1,1,1
mamanguape,PB,2508901,FALSE,FALSE,1,1,1
manaira,PB,2509008,FALSE,FALSE,1,1,1
marcacao,PB,2509057,FALSE,FALSE,0,1,1
mari,PB,2509107,FALSE,FALSE,1,1,1
marizopolis,PB,2509156,FALSE,FALSE,0,1,1
massaranduba,PB,2509206,FALSE,FALSE,1,1,1
mataraca,PB,2509305,FALSE,FALSE,1,1,1
matinhas,PB,2509339,FALSE,FALSE,0,1,1
mato grosso,PB,2509370,FALSE,FALSE,0,1,1
matureia,PB,2509396,FALSE,FALSE,0,1,1
mogeiro,PB,2509404,FALSE,FALSE,1,1,1
montadas,PB,2509503,FALSE,FALSE,1,1,1
monte horebe,PB,2509602,FALSE,FALSE,1,1,1
monteiro,PB,2509701,FALSE,FALSE,1,1,1
mulungu,PB,2509800,FALSE,FALSE,1,1,1
natuba,PB,2509909,FALSE,FALSE,1,1,1
nazarezinho,PB,2510006,FALSE,FALSE,1,1,1
nova floresta,PB,2510105,FALSE,FALSE,1,1,1
nova olinda,PB,2510204,FALSE,FALSE,1,1,1
nova palmeira,PB,2510303,FALSE,FALSE,1,1,1
olho dagua,PB,2510402,FALSE,FALSE,1,1,1
olivedos,PB,2510501,FALSE,FALSE,1,1,1
ouro velho,PB,2510600,FALSE,FALSE,1,1,1
parari,PB,2510659,FALSE,FALSE,0,1,1
passagem,PB,2510709,FALSE,FALSE,1,1,1
patos,PB,2510808,FALSE,FALSE,1,1,1
paulista,PB,2510907,FALSE,FALSE,1,1,1
pedra branca,PB,2511004,FALSE,FALSE,1,1,1
pedra lavrada,PB,2511103,FALSE,FALSE,1,1,1
pedras de fogo,PB,2511202,FALSE,FALSE,1,1,1
pianco,PB,2511301,FALSE,FALSE,1,1,1
picui,PB,2511400,FALSE,FALSE,1,1,1
pilar,PB,2511509,FALSE,FALSE,1,1,1
piloes,PB,2511608,FALSE,FALSE,1,1,1
piloezinhos,PB,2511707,FALSE,FALSE,1,1,1
pirpirituba,PB,2511806,FALSE,FALSE,1,1,1
pitimbu,PB,2511905,FALSE,FALSE,1,1,1
pocinhos,PB,2512002,FALSE,FALSE,1,1,1
poco dantas,PB,2512036,FALSE,FALSE,0,1,1
poco de jose de moura,PB,2512077,FALSE,FALSE,0,1,1
pombal,PB,2512101,FALSE,FALSE,1,1,1
prata,PB,2512200,FALSE,FALSE,1,1,1
princesa isabel,PB,2512309,FALSE,FALSE,1,1,1
puxinana,PB,2512408,FALSE,FALSE,1,1,1
queimadas,PB,2512507,FALSE,FALSE,1,1,1
quixaba,PB,2512606,FALSE,FALSE,1,1,1
remigio,PB,2512705,FALSE,FALSE,1,1,1
pedro regis,PB,2512721,FALSE,FALSE,0,1,1
riachao,PB,2512747,FALSE,FALSE,0,1,1
riachao do bacamarte,PB,2512754,FALSE,FALSE,0,1,1
riachao do poco,PB,2512762,FALSE,FALSE,0,1,1
riacho de santo antonio,PB,2512788,FALSE,FALSE,0,1,1
riacho dos cavalos,PB,2512804,FALSE,FALSE,1,1,1
rio tinto,PB,2512903,FALSE,FALSE,1,1,1
salgadinho,PB,2513000,FALSE,FALSE,1,1,1
salgado de sao felix,PB,2513109,FALSE,FALSE,1,1,1
santa cecilia,PB,2513158,FALSE,FALSE,0,1,1
santa cruz,PB,2513208,FALSE,FALSE,1,1,1
santa helena,PB,2513307,FALSE,FALSE,1,1,1
santa ines,PB,2513356,FALSE,FALSE,0,1,1
santa luzia,PB,2513406,FALSE,FALSE,1,1,1
santana de mangueira,PB,2513505,FALSE,FALSE,1,1,1
santana dos garrotes,PB,2513604,FALSE,FALSE,1,1,1
joca claudino,PB,2513653,FALSE,FALSE,0,1,1
santa rita,PB,2513703,FALSE,FALSE,1,1,1
santa teresinha,PB,2513802,FALSE,FALSE,1,1,1
santo andre,PB,2513851,FALSE,FALSE,0,1,1
sao bento,PB,2513901,FALSE,FALSE,1,1,1
sao bentinho,PB,2513927,FALSE,FALSE,0,1,1
sao domingos do cariri,PB,2513943,FALSE,FALSE,0,1,1
sao domingos,PB,2513968,FALSE,FALSE,0,1,1
sao francisco,PB,2513984,FALSE,FALSE,0,1,1
sao joao do cariri,PB,2514008,FALSE,FALSE,1,1,1
sao joao do tigre,PB,2514107,FALSE,FALSE,1,1,1
sao jose da lagoa tapada,PB,2514206,FALSE,FALSE,1,1,1
sao jose de caiana,PB,2514305,FALSE,FALSE,1,1,1
sao jose de espinharas,PB,2514404,FALSE,FALSE,1,1,1
sao jose dos ramos,PB,2514453,FALSE,FALSE,0,1,1
sao jose de piranhas,PB,2514503,FALSE,FALSE,1,1,1
sao jose de princesa,PB,2514552,FALSE,FALSE,0,1,1
sao jose do bonfim,PB,2514602,FALSE,FALSE,1,1,1
sao jose do brejo do cruz,PB,2514651,FALSE,FALSE,0,1,1
sao jose do sabugi,PB,2514701,FALSE,FALSE,1,1,1
sao jose dos cordeiros,PB,2514800,FALSE,FALSE,1,1,1
sao mamede,PB,2514909,FALSE,FALSE,1,1,1
sao miguel de taipu,PB,2515005,FALSE,FALSE,1,1,1
sao sebastiao de lagoa de roca,PB,2515104,FALSE,FALSE,1,1,1
sao sebastiao do umbuzeiro,PB,2515203,FALSE,FALSE,1,1,1
sape,PB,2515302,FALSE,FALSE,1,1,1
sao vicente do serido,PB,2515401,FALSE,FALSE,1,1,1
serra branca,PB,2515500,FALSE,FALSE,1,1,1
serra da raiz,PB,2515609,FALSE,FALSE,1,1,1
serra grande,PB,2515708,FALSE,FALSE,1,1,1
serra redonda,PB,2515807,FALSE,FALSE,1,1,1
serraria,PB,2515906,FALSE,FALSE,1,1,1
sertaozinho,PB,2515930,FALSE,FALSE,0,1,1
sobrado,PB,2515971,FALSE,FALSE,0,1,1
solanea,PB,2516003,FALSE,FALSE,1,1,1
soledade,PB,2516102,FALSE,FALSE,1,1,1
sossego,PB,2516151,FALSE,FALSE,0,1,1
sousa,PB,2516201,FALSE,FALSE,1,1,1
sume,PB,2516300,FALSE,FALSE,1,1,1
tacima,PB,2516409,FALSE,FALSE,1,1,1
taperoa,PB,2516508,FALSE,FALSE,1,1,1
tavares,PB,2516607,FALSE,FALSE,1,1,1
teixeira,PB,2516706,FALSE,FALSE,1,1,1
tenorio,PB,2516755,FALSE,FALSE,0,1,1
triunfo,PB,2516805,FALSE,FALSE,1,1,1
uirauna,PB,2516904,FALSE,FALSE,1,1,1
umbuzeiro,PB,2517001,FALSE,FALSE,1,1,1
varzea,PB,2517100,FALSE,FALSE,1,1,1
vieiropolis,PB,2517209,FALSE,FALSE,0,1,1
zabele,PB,2517407,FALSE,FALSE,0,1,1
abreu e lima,PE,2600054,FALSE,FALSE,1,1,1
afogados da ingazeira,PE,2600104,FALSE,FALSE,1,1,1
afranio,PE,2600203,FALSE,FALSE,1,1,1
agrestina,PE,2600302,FALSE,FALSE,1,1,1
agua preta,PE,2600401,FALSE,FALSE,1,1,1
aguas belas,PE,2600500,FALSE,FALSE,1,1,1
alagoinha,PE,2600609,FALSE,FALSE,1,1,1
alianca,PE,2600708,FALSE,FALSE,1,1,1
altinho,PE,2600807,FALSE,FALSE,1,1,1
amaraji,PE,2600906,FALSE,FALSE,1,1,1
angelim,PE,2601003,FALSE,FALSE,1,1,1
aracoiaba,PE,2601052,FALSE,FALSE,0,1,1
araripina,PE,2601102,FALSE,FALSE,1,1,1
arcoverde,PE,2601201,FALSE,FALSE,1,1,1
barra de guabiraba,PE,2601300,FALSE,FALSE,1,1,1
barreiros,PE,2601409,FALSE,FALSE,1,1,1
belem de maria,PE,2601508,FALSE,FALSE,1,1,1
belem do sao francisco,PE,2601607,FALSE,FALSE,1,1,1
belo jardim,PE,2601706,FALSE,FALSE,1,1,1
betania,PE,2601805,FALSE,FALSE,1,1,1
bezerros,PE,2601904,FALSE,FALSE,1,1,1
bodoco,PE,2602001,FALSE,FALSE,1,1,1
bom conselho,PE,2602100,FALSE,FALSE,1,1,1
bom jardim,PE,2602209,FALSE,FALSE,1,1,1
bonito,PE,2602308,FALSE,FALSE,1,1,1
brejao,PE,2602407,FALSE,FALSE,1,1,1
brejinho,PE,2602506,FALSE,FALSE,1,1,1
brejo da madre de deus,PE,2602605,FALSE,FALSE,1,1,1
buenos aires,PE,2602704,FALSE,FALSE,1,1,1
buique,PE,2602803,FALSE,FALSE,1,1,1
cabo de santo agostinho,PE,2602902,FALSE,FALSE,1,1,1
cabrobo,PE,2603009,FALSE,FALSE,1,1,1
cachoeirinha,PE,2603108,FALSE,FALSE,1,1,1
caetes,PE,2603207,FALSE,FALSE,1,1,1
calcado,PE,2603306,FALSE,FALSE,1,1,1
calumbi,PE,2603405,FALSE,FALSE,1,1,1
camaragibe,PE,2603454,FALSE,FALSE,1,1,1
camocim de sao felix,PE,2603504,FALSE,FALSE,1,1,1
camutanga,PE,2603603,FALSE,FALSE,1,1,1
canhotinho,PE,2603702,FALSE,FALSE,1,1,1
capoeiras,PE,2603801,FALSE,FALSE,1,1,1
carnaiba,PE,2603900,FALSE,FALSE,1,1,1
carnaubeira da penha,PE,2603926,FALSE,FALSE,0,1,1
carpina,PE,2604007,FALSE,FALSE,1,1,1
caruaru,PE,2604106,FALSE,FALSE,1,1,1
casinhas,PE,2604155,FALSE,FALSE,0,1,1
catende,PE,2604205,FALSE,FALSE,1,1,1
cedro,PE,2604304,FALSE,FALSE,1,1,1
cha de alegria,PE,2604403,FALSE,FALSE,1,1,1
cha grande,PE,2604502,FALSE,FALSE,1,1,1
condado,PE,2604601,FALSE,FALSE,1,1,1
correntes,PE,2604700,FALSE,FALSE,1,1,1
cortes,PE,2604809,FALSE,FALSE,1,1,1
cumaru,PE,2604908,FALSE,FALSE,1,1,1
cupira,PE,2605004,FALSE,FALSE,1,1,1
custodia,PE,2605103,FALSE,FALSE,1,1,1
dormentes,PE,2605152,FALSE,FALSE,0,1,1
escada,PE,2605202,FALSE,FALSE,1,1,1
exu,PE,2605301,FALSE,FALSE,1,1,1
feira nova,PE,2605400,FALSE,FALSE,1,1,1
fernando de noronha,PE,2605459,FALSE,FALSE,1,1,1
ferreiros,PE,2605509,FALSE,FALSE,1,1,1
flores,PE,2605608,FALSE,FALSE,1,1,1
floresta,PE,2605707,FALSE,FALSE,1,1,1
frei miguelinho,PE,2605806,FALSE,FALSE,1,1,1
gameleira,PE,2605905,FALSE,FALSE,1,1,1
garanhuns,PE,2606002,FALSE,FALSE,1,1,1
gloria do goita,PE,2606101,FALSE,FALSE,1,1,1
goiana,PE,2606200,FALSE,FALSE,1,1,1
granito,PE,2606309,FALSE,FALSE,1,1,1
gravata,PE,2606408,FALSE,FALSE,1,1,1
iati,PE,2606507,FALSE,FALSE,1,1,1
ibimirim,PE,2606606,FALSE,FALSE,1,1,1
ibirajuba,PE,2606705,FALSE,FALSE,1,1,1
igarassu,PE,2606804,FALSE,FALSE,1,1,1
iguaracy,PE,2606903,FALSE,FALSE,1,1,1
inaja,PE,2607000,FALSE,FALSE,1,1,1
ingazeira,PE,2607109,FALSE,FALSE,1,1,1
ipojuca,PE,2607208,FALSE,FALSE,1,1,1
ipubi,PE,2607307,FALSE,FALSE,1,1,1
itacuruba,PE,2607406,FALSE,FALSE,1,1,1
itaiba,PE,2607505,FALSE,FALSE,1,1,1
ilha de itamaraca,PE,2607604,FALSE,FALSE,1,1,1
itambe,PE,2607653,FALSE,FALSE,1,1,1
itapetim,PE,2607703,FALSE,FALSE,1,1,1
itapissuma,PE,2607752,FALSE,FALSE,1,1,1
itaquitinga,PE,2607802,FALSE,FALSE,1,1,1
jaboatao dos guararapes,PE,2607901,FALSE,FALSE,1,1,1
jaqueira,PE,2607950,FALSE,FALSE,0,1,1
jatauba,PE,2608008,FALSE,FALSE,1,1,1
jatoba,PE,2608057,FALSE,FALSE,0,1,1
joao alfredo,PE,2608107,FALSE,FALSE,1,1,1
joaquim nabuco,PE,2608206,FALSE,FALSE,1,1,1
jucati,PE,2608255,FALSE,FALSE,0,1,1
jupi,PE,2608305,FALSE,FALSE,1,1,1
jurema,PE,2608404,FALSE,FALSE,1,1,1
lagoa do carro,PE,2608453,FALSE,FALSE,0,1,1
lagoa de itaenga,PE,2608503,FALSE,FALSE,1,1,1
lagoa do ouro,PE,2608602,FALSE,FALSE,1,1,1
lagoa dos gatos,PE,2608701,FALSE,FALSE,1,1,1
lagoa grande,PE,2608750,FALSE,FALSE,0,1,1
lajedo,PE,2608800,FALSE,FALSE,1,1,1
limoeiro,PE,2608909,FALSE,FALSE,1,1,1
macaparana,PE,2609006,FALSE,FALSE,1,1,1
machados,PE,2609105,FALSE,FALSE,1,1,1
manari,PE,2609154,FALSE,FALSE,0,1,1
maraial,PE,2609204,FALSE,FALSE,1,1,1
mirandiba,PE,2609303,FALSE,FALSE,1,1,1
moreno,PE,2609402,FALSE,FALSE,1,1,1
nazare da mata,PE,2609501,FALSE,FALSE,1,1,1
olinda,PE,2609600,FALSE,FALSE,1,1,1
orobo,PE,2609709,FALSE,FALSE,1,1,1
oroco,PE,2609808,FALSE,FALSE,1,1,1
ouricuri,PE,2609907,FALSE,FALSE,1,1,1
palmares,PE,2610004,FALSE,FALSE,1,1,1
palmeirina,PE,2610103,FALSE,FALSE,1,1,1
panelas,PE,2610202,FALSE,FALSE,1,1,1
paranatama,PE,2610301,FALSE,FALSE,1,1,1
parnamirim,PE,2610400,FALSE,FALSE,1,1,1
passira,PE,2610509,FALSE,FALSE,1,1,1
paudalho,PE,2610608,FALSE,FALSE,1,1,1
paulista,PE,2610707,FALSE,FALSE,1,1,1
pedra,PE,2610806,FALSE,FALSE,1,1,1
pesqueira,PE,2610905,FALSE,FALSE,1,1,1
petrolandia,PE,2611002,FALSE,FALSE,1,1,1
petrolina,PE,2611101,FALSE,FALSE,1,1,1
pocao,PE,2611200,FALSE,FALSE,1,1,1
pombos,PE,2611309,FALSE,FALSE,1,1,1
primavera,PE,2611408,FALSE,FALSE,1,1,1
quipapa,PE,2611507,FALSE,FALSE,1,1,1
quixaba,PE,2611533,FALSE,FALSE,0,1,1
recife,PE,2611606,FALSE,FALSE,1,1,1
riacho das almas,PE,2611705,FALSE,FALSE,1,1,1
ribeirao,PE,2611804,FALSE,FALSE,1,1,1
rio formoso,PE,2611903,FALSE,FALSE,1,1,1
saire,PE,2612000,FALSE,FALSE,1,1,1
salgadinho,PE,2612109,FALSE,FALSE,1,1,1
salgueiro,PE,2612208,FALSE,FALSE,1,1,1
saloa,PE,2612307,FALSE,FALSE,1,1,1
sanharo,PE,2612406,FALSE,FALSE,1,1,1
santa cruz,PE,2612455,FALSE,FALSE,0,1,1
santa cruz da baixa verde,PE,2612471,FALSE,FALSE,0,1,1
santa cruz do capibaribe,PE,2612505,FALSE,FALSE,1,1,1
santa filomena,PE,2612554,FALSE,FALSE,0,1,1
santa maria da boa vista,PE,2612604,FALSE,FALSE,1,1,1
santa maria do cambuca,PE,2612703,FALSE,FALSE,1,1,1
santa terezinha,PE,2612802,FALSE,FALSE,1,1,1
sao benedito do sul,PE,2612901,FALSE,FALSE,1,1,1
sao bento do una,PE,2613008,FALSE,FALSE,1,1,1
sao caitano,PE,2613107,FALSE,FALSE,1,1,1
sao joao,PE,2613206,FALSE,FALSE,1,1,1
sao joaquim do monte,PE,2613305,FALSE,FALSE,1,1,1
sao jose da coroa grande,PE,2613404,FALSE,FALSE,1,1,1
sao jose do belmonte,PE,2613503,FALSE,FALSE,1,1,1
sao jose do egito,PE,2613602,FALSE,FALSE,1,1,1
sao lourenco da mata,PE,2613701,FALSE,FALSE,1,1,1
sao vicente ferrer,PE,2613800,FALSE,FALSE,1,1,1
serra talhada,PE,2613909,FALSE,FALSE,1,1,1
serrita,PE,2614006,FALSE,FALSE,1,1,1
sertania,PE,2614105,FALSE,FALSE,1,1,1
sirinhaem,PE,2614204,FALSE,FALSE,1,1,1
moreilandia,PE,2614303,FALSE,FALSE,1,1,1
solidao,PE,2614402,FALSE,FALSE,1,1,1
surubim,PE,2614501,FALSE,FALSE,1,1,1
tabira,PE,2614600,FALSE,FALSE,1,1,1
tacaimbo,PE,2614709,FALSE,FALSE,1,1,1
tacaratu,PE,2614808,FALSE,FALSE,1,1,1
tamandare,PE,2614857,FALSE,FALSE,0,1,1
taquaritinga do norte,PE,2615003,FALSE,FALSE,1,1,1
terezinha,PE,2615102,FALSE,FALSE,1,1,1
terra nova,PE,2615201,FALSE,FALSE,1,1,1
timbauba,PE,2615300,FALSE,FALSE,1,1,1
toritama,PE,2615409,FALSE,FALSE,1,1,1
tracunhaem,PE,2615508,FALSE,FALSE,1,1,1
trindade,PE,2615607,FALSE,FALSE,1,1,1
triunfo,PE,2615706,FALSE,FALSE,1,1,1
tupanatinga,PE,2615805,FALSE,FALSE,1,1,1
tuparetama,PE,2615904,FALSE,FALSE,1,1,1
venturosa,PE,2616001,FALSE,FALSE,1,1,1
verdejante,PE,2616100,FALSE,FALSE,1,1,1
vertente do lerio,PE,2616183,FALSE,FALSE,0,1,1
vertentes,PE,2616209,FALSE,FALSE,1,1,1
vicencia,PE,2616308,FALSE,FALSE,1,1,1
vitoria de santo antao,PE,2616407,FALSE,FALSE,1,1,1
xexeu,PE,2616506,FALSE,FALSE,0,1,1
agua branca,AL,2700102,FALSE,FALSE,1,1,1
anadia,AL,2700201,FALSE,FALSE,1,1,1
arapiraca,AL,2700300,FALSE,FALSE,1,1,1
atalaia,AL,2700409,FALSE,FALSE,1,1,1
barra de santo antonio,AL,2700508,FALSE,FALSE,1,1,1
barra de sao miguel,AL,2700607,FALSE,FALSE,1,1,1
batalha,AL,2700706,FALSE,FALSE,1,1,1
belem,AL,2700805,FALSE,FALSE,1,1,1
belo monte,AL,2700904,FALSE,FALSE,1,1,1
